ID,Source,loc_key,score_Expert,label_Expert,score_EWM,label_EWM,score_CRITIC,label_CRITIC,score_AHP,label_AHP,score_Multiplicative,label_Multiplicative,score_MeanDev,label_MeanDev
3412.0,4-5,location4,0.2404152119823378,中风险,0.12482134205352623,低风险,0.365266181872567,高风险,0.4291514140444809,高风险,0.28797175467599395,中风险,0.30641297932352474,中风险
3413.0,4-5,location4,0.8634457766525288,高风险,0.7357662646240404,高风险,0.8678416127556543,高风险,0.8486117555696339,高风险,0.8035831794490836,高风险,0.8174065443164429,高风险
3414.0,4-5,location4,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险,0.0,低风险
3418.0,4-5,location4,0.307865506895131,中风险,0.16798632345648262,低风险,0.4556227171074194,高风险,0.5262911246814438,高风险,0.36084806586418466,高风险,0.38330005508178194,高风险
3426.0,4-5,location4,0.06294730075878507,低风险,0.06625593409260563,低风险,0.04567299027781698,低风险,0.01648108793197183,低风险,0.042768890246930556,低风险,0.042803337434131485,低风险
3432.0,4-5,location4,0.27158640185344063,中风险,0.12565672650255072,低风险,0.4336067509145179,高风险,0.5433499983649792,高风险,0.3458178070647952,中风险,0.3675378252606826,高风险
3437.0,4-5,location4,0.3464110313029562,中风险,0.1802397728265464,低风险,0.5211541153503446,高风险,0.6535138199615337,高风险,0.4283299343988534,高风险,0.4516359027128083,高风险
3446.0,4-5,location4,0.3797350575811986,高风险,0.25316093631334735,中风险,0.4935911388305992,高风险,0.5178994419427967,高风险,0.4004195840216769,高风险,0.42155050569558106,高风险
3449.0,4-5,location4,0.2456478301637635,中风险,0.1554042077239352,低风险,0.3254506789284433,中风险,0.4087796393247176,高风险,0.2860968524674683,中风险,0.29654484199236536,中风险
3456.0,4-5,location4,0.20744092682353535,中风险,0.08313226124845206,低风险,0.3517305677914358,高风险,0.44045625791984006,高风险,0.27235296689254107,中风险,0.291773028986576,中风险
3460.0,4-5,location4,0.09232078498797065,低风险,0.03699769246987086,低风险,0.15653633359627778,低风险,0.1960233600316243,低风险,0.12120963824419946,低风险,0.129852462032591,低风险
3488.0,4-5,location4,0.11786507103263794,低风险,0.0946665707595744,低风险,0.12926235218557636,低风险,0.11480340040367751,低风险,0.10864923256931597,低风险,0.11291077444960942,低风险
